#CLUSTER             ddG_298.15K_[Eh]       ddH_298.15K_[Eh]     ddS_298.15K_[Eh/K]
3dma3sa4w            -72.81084165535867     -177.72382486372953  -351.8798698915368
2ma3sa1tma           -72.81575550542038     -134.65696683016722  -207.41643912356216
3am5sa               -73.11722874827683     -157.46288097510114  -282.89670376609524
3dma3sa              -73.21809522691183     -136.10062849381939  -210.90905003023954
3dma3sa2w            -73.49443890247494     -157.91755860307603  -283.15653094347664
1ma3sa2tma           -73.54587553595775     -136.47259862540523  -211.0572634227119
2am1b3sa2w           -73.60633841948584     -155.94997327341116  -276.1819045919101
1eda2msa1nta1tma     -73.89815981515858     -124.48966301474138  -169.6847331859998
1b3dma2sa            -73.92141490837093     -137.09460348484572  -211.8839127160016
5am4sa               -74.07229070249014     -167.8697416340001   -314.59819195535164
3dma1p2sa            -74.44495428341907     -121.23599553492386  -156.93792135356216
1am2dma1p3sa         -74.51075750100426     -134.1084053388331   -199.89149031607792
3dma3msa1sa          -74.6639572007698      -153.67898789833998  -265.017711547692
1b5sa                -74.7994544096291      -141.10469549987465  -222.38886832377972
3ma4sa               -75.16628356720321     -151.21562294033356  -255.0707341027134
2am1b3sa1w           -75.21335458219983     -147.17437784599315  -241.35845468290523
1am3dma3sa           -75.55291160871275     -150.4938688953407   -251.35320236863532
2am1b3sa             -77.21290122158825     -138.96846271213144  -207.12916817197743
1b1dma3sa1w          -78.1856615676079      -141.1403306998982   -211.1509949075744
3put3sa              -78.34029416413978     -150.34911474958062  -241.5187676863289
3am1dma1p3sa         -78.35144052607939     -146.56188269518316  -228.77894405039567
1am1b4sa             -78.62775279371999     -142.9825099951122   -215.8469133041225
1b6sa                -79.38224478531629     -159.76545296097174  -269.6066012923854
3am1dma4sa           -79.58745421562344     -161.3375245362986   -274.1910793912286
1am2dma4sa           -79.72934016701765     -155.14767329627648  -252.95432879377117
1b1dma4sa3w          -80.08749839034863     -178.06583403074183  -328.62094798259136
3dma2msa2sa          -80.6574997366406      -158.97740374330897  -262.68624520177775
3am1p4sa             -80.95928708021529     -148.291049571475    -225.831837971089
4am5sa               -81.1939645120874      -175.62553408415988  -316.72503629699145
4dma3sa              -81.7067463984713      -158.07922930317     -256.15456282012804
1b1dma4sa2w          -81.71832911600359     -169.23466827333323  -293.531239837115
4put3sa              -82.43636138853617     -172.75806812848896  -302.9404888122042
1ma3sa3tma           -82.65271662105806     -157.21063844521996  -250.06849513472946
1am3dma1p2sa         -83.69282162806485     -140.597780115786    -190.8601659829423
3dma4sa              -83.87489374401048     -160.80143158719875  -258.01287218831555
1b1dma4sa            -84.00340560241602     -149.29502997919917  -218.98918120679258
3dma1p3sa            -84.06359880929813     -145.14338518981822  -204.8626073464402
3am1b3sa             -84.61294950777665     -156.4616770716384   -240.98181306072763
1b2dma3sa2w          -85.11316614435054     -172.2914117934124   -292.39726865402116
3dma1msa3sa          -86.24232011078857     -163.15350050036795  -257.96136303497997
1b1dma4sa4w          -86.44811794557609     -195.53908356762258  -365.89289157307167
1b1dma4sa1w          -86.60027173743583     -163.7265777168068   -258.68289780061224
2put4sa              -86.96706236922182     -158.1883339532651   -238.8773153900885
1b2dma3sa1w          -87.53124165744521     -163.1307561366557   -253.5620140151432
1b1dma4sa5w          -87.56429365812801     -207.42891325533856  -402.0279040644069
3am1dma1p4sa         -87.79767502192408     -169.62953515187837  -274.4654037551592
4dma3msa1sa          -87.81775115459459     -178.2317166516441   -303.2499262024046
4am1p3sa             -88.24354523676448     -153.74852360552177  -219.7047740012777
2am2dma4sa           -88.45139447762631     -175.382135248743    -291.56713322632993
1am1b5sa             -89.32213673228398     -167.65409911517054  -262.7266891945013
2am2dma1p3sa         -89.35366862127557     -158.5718887585681   -232.1590479202619
2am1b4sa             -89.98550286679529     -165.0007579328958   -251.6023983411158
1b2dma3sa            -90.11865534610115     -155.8997464652639   -220.63086070524545
1am1b6sa             -90.57470041932538     -181.92643151292577  -306.3952074250623
1am4sa2tma           -91.52654045206145     -166.6125755236135   -251.8397956438787
4ma4sa               -92.34642643202096     -179.78728714818135  -293.27808390351356
1am3dma4sa           -93.00940948585048     -180.1783230707515   -292.3659687558212
3am4sa1tma           -93.12952019980003     -176.87545674902503  -280.88524752229637
3dma1p4sa            -93.83870246680453     -170.63121526036412  -257.5633499703637
1ma4sa2tma           -94.0940354365448      -171.2211190155358   -258.6855058820874
5am1p3sa             -94.87948483461514     -170.6470033309888   -254.12550225164057
1ma3sa1tma           -94.96033879935567     -142.41277134072152  -159.15623861026515
4dma2msa2sa          -95.7703937725164      -186.4867540517589   -304.26416327194374
2am3sa1tma           -96.83966560156841     -155.32820119944518  -196.1715096337312
1b1dma5sa            -96.9449433372356      -176.06437224522233  -265.36786486147133
4am1p4sa             -97.15183591120876     -175.5576710253954   -262.9744595475528
5am5sa               -98.0240904907696      -203.04238951625302  -352.2331008714971
3put4sa              -98.43804886657745     -185.37578886724077  -291.5906087556571
1b3dma3sa            -98.65190754388459     -177.08188638370484  -263.05543800212064
1am3dma1p3sa         -99.58045303449035     -170.88716110843234  -239.16387078154486
4dma1msa3sa          -99.87483688443899     -188.59069769270718  -297.5544551665635
4dma4sa              -100.60648858034983    -188.98889043345116  -296.43602835115826
2am2dma1p4sa         -101.30445143510588    -183.86303447932005  -276.9028443526002
4am1b4sa             -102.08949866727926    -198.96436940482818  -324.91990856169457
3am1b4sa             -104.84730129432864    -190.90254329540767  -288.63069596411935
1b4dma3sa            -105.0105114209        -195.6291133458726   -303.9362801450014
1am3dma1p4sa         -106.7150709494017     -192.67201651795767  -288.30100811177465
1am4sa3tma           -107.09819365595467    -195.7041700327536   -297.18590097771767
4dma1p3sa            -108.59740175283514    -183.22668640105985  -250.3078472189785
4put4sa              -109.85804459964857    -214.026506744558    -349.38273401002004
5am1p4sa             -110.38338344171643    -200.00829285010695  -300.60341911274065
5dma4sa              -111.8868443579413     -214.67020726483315  -344.7370883997403
4dma1p4sa            -114.99229281488806    -203.02256425633095  -295.25497716464156
2am3sa2tma           -115.3556309711712     -187.8164286951651   -243.03470643674822
2am4sa1tma           -119.7182342045271     -192.23925312564825  -243.2366893197073
5am1p5sa             -119.92145185777918    -223.42768694879487  -347.1616135891387
1am3sa3tma           -122.24243112769909    -196.74274732347112  -249.87528491090552
2ma3sa2tma           -123.87195124631398    -198.64917820953997  -250.8040481742645
1dma1ma2msa1nta      -133.11122859604075    -183.10849505633814  -167.6916533972714
2ma4sa1tma           -135.89815312817518    -210.23714340644074  -249.33419513124957
5dma1p4sa            -138.4035530493129     -238.3824442946352   -335.33084435724027
2am4sa2tma           -150.59777069921256    -237.38865992758656  -291.098068852598
2ma4sa2tma           -154.98785129273892    -243.83148031804012  -297.9829918678336
1ma4sa3tma           -163.3161754629109     -252.70009019679856  -299.79511901202073
1dma1ma1msa          -34691.06120211794     -34713.65373696474   -75.77573317746842
