#CLUSTER  ddG_298.15K_[kcal/mol] ddH_298.15K_[kcal/mol] ddS_298.15K_[cal/mol/K]
1am1ma3sa2tma                -81.94032448416692  -155.71913280320587 -247.45533563455098
1am3dma1fa1msa1nta1sa        -82.26147633237997  -167.32288337213686 -285.29735716848467
2am2msa1nta1sa2tma           -82.29276726717944  -167.11147323006298 -284.4833337681247 
2am1dma1fa1ma2msa1sa         -82.37431288074004  -166.58697382669197 -282.45064882147375
1dma1fa2ma1msa2sa            -82.37722452695016  -156.65860578382853 -249.14097352714265
4dma1fa1msa1nta1sa           -82.3789524040767   -169.93147834012052 -293.65261088830675
1dma1fa2ma1msa1nta1sa1tma    -82.40389753547788  -167.9949763781333  -287.07388510125554
2am1dma1fa1ma1nta2sa         -82.40525623387657  -165.4135850687744  -278.4112991287493 
1dma1eda3sa1tma              -82.40637961369066  -146.97580199074582 -216.56690382991877
2am1dma3sa1tma               -82.41440276069625  -154.92803074853146 -243.21190001018022
2ma1nta3sa1tma               -82.41794154550007  -155.9877905572357  -246.75448268250756
2am1eda3sa1tma               -82.50099331665842  -155.3257769124175  -244.25552103242984
1am2dma1fa2msa1sa1tma        -82.515216387299    -167.78330801657285 -285.99058067843146
3am1b4msa                    -82.51586892642081  -169.75392192113213 -292.59786347425404
1am1fa3ma1nta2sa             -82.63602764578536  -166.167039126507   -280.1643853122747 
2eda1ma3sa                   -82.63626105338335  -146.06494495132938 -212.74084822496914
1am1dma1ma1nta3sa            -82.64408317790367  -155.24014851031825 -243.48839621906964
2dma2msa1nta1sa2tma          -82.71075658287737  -170.00452835334    -292.7847451633089 
3dma3msa1sa                  -82.71724880480906  -160.39910809294088 -260.5462327281522 
2am1dma1ma3sa                -82.78467997116968  -154.7315162604209  -241.3108713381204 
2am4sa1tma                   -82.78947675916424  -155.76339188954444 -244.75571065126786
2am1b1msa2sa                 -82.82044554699678  -144.49411797930952 -206.8545109258534 
1fa2ma1nta2sa2tma            -82.82765006800764  -168.36724724218948 -286.9012147370487 
1am2dma1fa1ma1msa1nta1sa     -82.83515814185375  -167.108956269396   -282.65570393364095
3am1fa1ma3sa                 -82.84404497104697  -164.4756079884246  -273.79360394872504
1dma2ma1msa1nta2sa           -82.94971519801766  -158.75155708251987 -254.2406234602461 
1fa3ma3sa                    -83.02127084252425  -155.57371842628345 -243.34210157285332
1b3dma2sa                    -83.05366817943286  -146.48683352256194 -212.7558790644635 
1am1dma1fa1ma2msa1sa1tma     -83.06200910401822  -168.5645627155609  -286.7769700209803 
1am2ma3sa1tma                -83.11884613418079  -155.4955210344924  -242.7525571033279 
2dma1ma3sa                   -83.13070221617818  -145.24251569830813 -208.32404320679038
1dma1ma1msa1nta2sa1tma       -83.16343695101386  -159.3956975012843  -255.68425473929295
3am1fa3sa1tma                -83.45907187125704  -166.48862438453943 -278.48248369422885
1am1fa2ma1nta2sa1tma         -83.51284254611528  -167.90621533224476 -283.0567593035384 
3am1dma1fa1msa2sa            -83.51666269206908  -166.80582148570102 -279.3532074247514 
3dma1p3sa                    -83.52954078056791  -144.8918926921615  -205.8103367826197 
1fa3ma2msa1sa1tma            -83.53754403880157  -170.35786232046667 -291.1967743793046 
4am1msa1nta2sa               -83.55359572684392  -164.77564295649063 -272.4200812669003 
2am1ma4sa                    -83.56753723486327  -155.3821352648083  -240.86734204284102
1dma1eda1ma3sa               -83.60124923405237  -146.0505825006403  -209.456090111702  
3ma1nta3sa                   -83.61179058323614  -157.26974713709205 -247.0499968267219 
2am2dma1fa1nta2sa            -83.64191545615904  -167.42004073236603 -280.9932090439331 
3am2msa1nta1sa1tma           -83.70169448557135  -167.0319131447177  -279.49092288810937
2dma1msa1nta2sa1tma          -83.72336094373895  -160.33177512467955 -256.9458801980817 
1ma1nta3sa2tma               -83.74616990776849  -159.44909118121723 -253.90884210533181
1am2dma1fa3sa                -83.75282764062285  -156.9991560964845  -245.66938942090997
3dma1fa2msa1sa1tma           -83.75824736240611  -171.46710767244804 -294.1769589466309 
3dma1fa1msa2sa               -83.76079772214871  -159.15384410938714 -252.86951664390477
2am2dma1fa2msa1sa            -83.78619315620745  -168.35148415068397 -283.6333757988155 
1dma3sa3tma                  -83.7952588404878   -158.9221406141296  -251.9767961548709 
1fa2ma3sa1tma                -83.86967376912071  -157.62912195027457 -247.3904014126308 
1ma3sa3tma                   -83.92302698170533  -158.8833717983216  -251.41822846426166
1am1fa3ma2msa1sa             -83.92693054472329  -168.98529562383192 -285.2871543833311 
1dma1fa1ma1nta2sa2tma        -84.03577199709252  -170.71172654273687 -290.7125760380816 
2dma1fa1ma1msa2sa            -84.16879050910939  -158.86801634856965 -250.54243112321168
2am1fa2ma1msa2sa             -84.2103150304174   -167.936931495904   -280.82044764631326
1am2dma1nta3sa               -84.24482734152116  -157.77100357040763 -246.60800345133242
1fa3sa4tma                   -84.2668010481284   -171.98729302210268 -294.21597173893474
1am1dma1fa1ma1nta2sa1tma     -84.297068714528    -168.6577121054579  -282.94698437417384
2dma1fa3sa1tma               -84.3955600628542   -159.22309710565605 -250.97278900893087
1dma1fa1ma3sa1tma            -84.42239590025565  -158.41758723385283 -248.1810878208887 
2am1fa1ma1msa2sa1tma         -84.55459304737451  -168.65421486416017 -282.07151372471736
3dma1fa1ma1msa1nta1sa        -84.61335306923138  -170.64326012990205 -288.5457221542723 
1am1dma1fa1msa2sa2tma        -84.74486230398179  -170.93040051468415 -289.06771159128107
1dma2eda3sa                  -84.79462704877369  -148.70050918404013 -214.34137895494726
2dma1fa1nta2sa2tma           -84.82295377171249  -170.4853322712588  -287.31302532150414
1dma1nta3sa2tma              -84.86776911912602  -160.95962032541865 -255.2133194911447 
2ma3sa2tma                   -84.92672174496693  -159.56822939455742 -250.3488433662829 
2dma1fa1ma2msa1sa1tma        -84.9772916968941   -171.94921501303907 -291.70526015776585
3am1ma2msa1nta1sa            -85.00042527442565  -168.5909674182185  -280.36405213419687
3dma3sa                      -85.09987444849685  -148.38389767403714 -212.25565395034897
1am1dma3sa2tma               -85.1509386448015   -159.36180589237483 -248.90446838032042
1dma1fa2ma3sa                -85.1628216789104   -159.19306975440122 -248.29866870849196
3am1dma2msa1nta1sa           -85.16955289890757  -169.1187285911874  -281.5669149496904 
1am2dma1fa1nta2sa1tma        -85.21368639603315  -170.24143874648144 -285.1844787873249 
1dma2ma1nta3sa               -85.26133845862933  -159.1052730239462  -247.67377013327558
1am1dma2msa1nta1sa2tma       -85.37755222778651  -172.29843590746168 -291.5340723792201 
1am1dma2ma3sa                -85.5048192248214   -158.02345229825005 -243.22868714982474
2dma1fa2ma1msa1nta1sa        -85.51137012039544  -171.69629414886003 -289.06565161253064
2dma1eda3sa                  -85.52815008815378  -149.51272521470673 -214.60531653949425
1b3gd1sa                     -85.53796404029708  -140.4329330427572  -184.11862821510474
1dma1fa2ma2msa1sa1tma        -85.54749725521833  -172.51131012450787 -291.6780575857948 
2am1dma4sa                   -85.5890727317892   -158.38861849415116 -244.17087292514123
2dma1ma1msa1nta2sa           -85.66477758297697  -162.2834094177233  -256.98015037726185
2am1dma2msa1nta1sa1tma       -85.7238830144779   -170.8328247840691  -285.45678943441254
1dma1fa3ma1msa1nta1sa        -85.79619019833626  -171.4167821010924  -287.1728723890404 
2am1b3msa1sa                 -85.79728675930528  -162.32186203770107 -256.66468314144106
1dma1ma1nta3sa1tma           -85.87443284214532  -160.57664387175464 -250.55244350088395
2am1dma1fa1msa2sa1tma        -85.94914908056671  -169.84286592321587 -281.3809050571447 
1fa4ma1nta2sa                -85.96653383644298  -169.5272884204751  -280.2641441682474 
1am1fa3sa3tma                -86.00466982432408  -171.15710989013314 -285.6026834344173 
1am3dma1fa2msa1sa            -86.08921513875248  -172.695596765785   -290.4792273248763 
2dma1fa1ma3sa                -86.15221117693     -160.43156471219845 -249.13417251409578
3dma1msa1nta2sa              -86.16372660989873  -162.63213503162842 -256.47629858127016
2am2dma3sa                   -86.1702296922449   -158.34588842187077 -242.07834556412337
1am1fa1ma1msa2sa2tma         -86.267726613587    -171.8779731951072  -287.1381740131658 
1am1eda3sa2tma               -86.41048679713276  -162.34316222957568 -254.6794413306706 
3am1dma1fa3sa                -86.43456908548251  -169.13178750732914 -277.3678296889313 
5am1msa1p2sa                 -86.45646293948812  -164.45302803450613 -261.60176117798665
2am1dma1eda3sa               -86.45808006566949  -159.90519953751937 -246.34284578786406
4am1nta3sa                   -86.4720196344424   -168.7417135068681  -275.9339053240605 
2dma1fa2ma2msa1sa            -86.67066674894886  -174.04695574432844 -293.0615092912784 
1am1eda1ma3sa1tma            -86.70667644999048  -160.26719249613234 -246.72317976289065
1am1ma2msa1nta1sa2tma        -86.71527190782945  -173.19010067835916 -290.03799688365325
4dma1fa2msa1sa               -86.80083620460937  -175.16064479533816 -296.3602501790555 
1am1dma1fa2ma2msa1sa         -86.84377132338705  -172.03752499615075 -285.7412499516147 
1eda3sa3tma                  -86.8452266274835   -163.10402498580515 -255.7732629821025 
4am4msa1p                    -86.94221970796934  -170.1424094713002  -279.0548038344993 
2am1fa1ma3sa1tma             -87.10727733270323  -170.219159711065   -278.75861941445083
3am1msa1nta2sa1tma           -87.17520332885033  -170.65938412657124 -280.0073144320125 
2am2eda3sa                   -87.20018840976991  -161.66077284282073 -249.7420239255557 
3am1b2msa1sa                 -87.2289675558568   -160.61974862293573 -246.1538858529741 
1am1dma1fa2ma1nta2sa         -87.33658967050724  -171.74122104828712 -283.09452080511494
1am2ma4sa                    -87.34781989711337  -160.02700405428186 -243.76717812297926
2dma1fa1msa2sa2tma           -87.40614810786792  -175.6733979738201  -296.0498066942693 
1am1fa3ma1msa2sa             -87.46534942404833  -172.03574094863143 -283.6504830609    
2am1fa3sa2tma                -87.47054959277739  -171.42159771738807 -281.57319511861954
1dma1fa2ma1nta2sa1tma        -87.49032331643684  -173.30949446724844 -287.8389104504437 
2dma1ma1nta3sa               -87.52157838456333  -161.32425128342584 -247.53537782617772
1am1ma4sa1tma                -87.65742882540508  -162.75406789468252 -251.87536162800092
1fa3ma1nta2sa1tma            -87.67851043971314  -173.30422487462056 -287.19005344666226
1fa4ma2msa1sa                -87.69490427902201  -173.41507891664514 -287.50687451796347
2dma1nta3sa1tma              -87.7855236503674   -164.2040422995633  -256.30896746397906
3dma1fa1ma2msa1sa            -87.8364623268717   -175.8104520792258  -295.0662074541779 
1dma1fa1ma1msa2sa2tma        -87.91339800404967  -173.8055798287387  -288.08378945164895
1am1eda2ma3sa                -87.92861971934326  -162.10248855059035 -248.78037508376778
1am2dma1fa1ma1nta2sa         -87.94769519940019  -172.7100385563681  -284.29429266152533
2am1ma2msa1nta1sa1tma        -87.99152062211942  -172.55984824497136 -283.6435607009356 
1fa2ma1msa2sa2tma            -88.00295023890794  -175.33106822374975 -292.8999429320205 
2am1dma1fa1ma1msa2sa         -88.04514699045103  -172.6167094638804  -283.6544104435811 
1am2dma1fa1ma2msa1sa         -88.04916498652892  -173.49067989649484 -286.57224521294603
3dma2msa1nta1sa1tma          -88.17288321822707  -177.02336165329325 -298.0059649004026 
1dma1fa3ma2msa1sa            -88.17851356655592  -174.89030203112634 -290.83276359086904
1am1dma1ma3sa1tma            -88.3441612416791   -161.53948344141827 -245.49831359990134
1dma1ma2msa1nta1sa2tma       -88.49664770785603  -176.62930615863297 -295.59838487692116
3ma3sa1tma                   -88.59584447056113  -163.21676721415133 -250.2798012538118 
2ma2msa1nta1sa2tma           -88.60763338810648  -176.4349763354985  -294.57435166027244
2am2dma1fa1msa2sa            -88.63002083625179  -173.13403610826936 -283.42785601954665
1am4sa2tma                   -88.6977085757826   -163.64084762783023 -251.3605200484424 
1eda1ma3sa2tma               -88.69810551524279  -164.97801404615166 -255.84406684769073
3dma2msa2sa                  -88.74898118479177  -166.60298519744538 -261.12360896389373
3am1ma1msa1nta2sa            -88.78038124577142  -172.40124043344986 -280.46573599915575
3dma1fa3sa                   -88.8093368015252   -163.96847046515904 -252.08496952366656
2am2dma2msa1nta1sa           -88.82764297531685  -174.5219983754796  -287.42027637229825
1dma1ma3sa2tma               -88.91569466146757  -163.7405240580556  -250.96370751920566
5am1p3sa                     -88.95232706387469  -166.68864635386853 -260.7288924699964 
1dma1fa3ma1nta2sa            -88.96570843900554  -174.32640858914237 -286.3011911797176 
1am1fa2ma1msa2sa1tma         -88.99580416271056  -173.77300458031823 -284.3441234874849 
2am1fa2ma3sa                 -89.0074047788512   -173.29860692145303 -282.71407728546956
3dma1nta3sa                  -89.05801356746815  -164.41815951676108 -252.75916803300044
1am3dma1fa1nta2sa            -89.09149680938572  -173.70754138857592 -283.80360415624995
2dma1fa1ma1nta2sa1tma        -89.13278138534224  -175.4537753078912  -289.52203227486785
3gd2sa                       -89.18408606376033  -140.6800017884234  -172.71814766005915
2am2ma2msa1nta1sa            -89.19955970620504  -173.55576684843982 -282.9321051226065 
4ma3sa                       -89.45633173151873  -163.72584046400152 -249.10115288490778
3dma1fa1nta2sa1tma           -89.5973797483748   -176.11320718217758 -290.1755070724341 
1am1dma1ma4sa                -89.60087061324157  -163.5647306246683  -248.0760020520742 
1am2eda3sa1tma               -89.62613811939082  -164.8365158419183  -252.2568429414776 
2am1dma1ma2msa1nta1sa        -89.66301292710705  -175.29205568350153 -287.2012166918328 
2dma3sa2tma                  -89.68173104853486  -164.96858452871675 -252.51334388826731
1am1dma1ma2msa1nta1sa1tma    -89.73896738498297  -175.89098389210994 -288.9552792469076 
1fa1ma3sa3tma                -89.81227431743173  -176.96689644572325 -292.3180349772583 
3am1dma1msa1nta2sa           -89.84719721227884  -174.33751388674136 -283.38191069716106
1am1dma1eda1ma3sa            -89.84891720069572  -163.91168326535262 -248.40773457928327
2gd3sa                       -89.88908270467073  -140.97365523828194 -171.33849583675837
1b1dma4sa                    -89.89043430564925  -155.20832079974934 -219.07726478079144
2am1msa1nta2sa2tma           -89.90940890126512  -175.47015348094283 -286.9721434833443 
3am5sa                       -89.97487903339788  -174.87696339329705 -284.7629862804643 
1am1dma1fa1ma1msa2sa1tma     -89.97824100592698  -176.00456603246857 -288.5337079555861 
2am1dma1fa3sa1tma            -89.99227896532102  -173.4519579647167  -279.9251349975969 
1am1msa1nta2sa3tma           -89.9937756502186   -176.53133529715706 -290.2483972729831 
1dma1fa3sa3tma               -90.0098191210418   -177.2921871128492  -292.74649670237943
1dma1msa1nta2sa3tma          -90.1590042336029   -179.17944258626085 -298.57601325815966
2dma1fa2ma1nta2sa            -90.16346265235916  -176.20079208828975 -288.5706169228995 
4am1msa3sa                   -90.19532429077663  -171.20030820625834 -271.6920473436018 
2am1b3sa                     -90.25736625050195  -152.11468675243668 -207.4704695689511 
3eda3sa                      -90.30792205315083  -157.4526500715874  -225.20452127599748
4dma1p2sa                    -90.32120128044335  -151.10326598814572 -203.86404396355988
1am1dma1eda3sa1tma           -90.44316813036858  -166.17962049125344 -254.0213059222857 
1fa4ma1msa2sa                -90.51883616589475  -176.50041212432552 -288.38361884502274
3dma1fa1ma1nta2sa            -90.53195476927795  -176.02698248636443 -286.7517280467654 
1am2dma1fa1msa2sa1tma        -90.57735631965625  -177.19800422925618 -290.5270766718426 
1ma1msa1nta2sa3tma           -90.7490012869821   -177.78760884224903 -291.9289201924154 
1am2eda1ma3sa                -90.75964736449532  -165.1255134854     -249.42433715009247
1am2dma1ma3sa                -90.77101433323696  -164.1925346578937  -246.25698582948962
2eda3sa2tma                  -90.81551522042719  -169.84435311314883 -265.0640211071446 
3am1ma1nta3sa                -91.06683273450471  -173.54706017440185 -276.6400383694452 
1am2dma2msa1nta1sa1tma       -91.1240640295      -178.13521994344774 -291.83684693685933
2am1dma1fa1ma3sa             -91.14643691247329  -174.76016729068942 -280.44182585401217
1dma3ma3sa                   -91.15707627823576  -165.1311791287735  -248.11035670073147
1am1dma4sa1tma               -91.30400896038918  -166.67144259359338 -252.78361104601078
4sa3tma                      -91.3414615378133   -168.39000791683793 -258.42209082356976
1eda3ma3sa                   -91.37858070177026  -166.01907132007182 -250.34543222599336
1am2dma3sa1tma               -91.40004974197655  -164.94989006631658 -246.6873732167163 
1am1fa1ma3sa2tma             -91.54321767625515  -176.9113746979856  -286.3262016503876 
1eda2ma3sa1tma               -91.58138524358219  -166.56977019822807 -251.51227554786902
2am2dma1fa3sa                -91.65213813073933  -175.93077968782745 -282.6719488745431 
4dma1fa1nta2sa               -91.67824754631147  -177.95155131921638 -289.36207872770694
2dma1ma2msa1nta1sa1tma       -91.73599149713118  -179.6084460131533  -294.7256566023487 
1am1dma1fa2ma1msa2sa         -91.79260558600072  -176.70556529739406 -284.7994623911237 
1dma2ma3sa1tma               -91.91976873869135  -166.9012013526226  -251.4889572831022 
1am2dma4sa                   -92.01960604754277  -165.67138357902877 -247.02927228469716
1am3eda3sa                   -92.11574123823084  -167.88347100280225 -254.12621084935586
1dma1fa2ma1msa2sa1tma        -92.21814759892004  -179.11487485471298 -291.453051335638  
2am1ma1msa1nta2sa1tma        -92.23307938328071  -176.59794690625858 -282.9611521836416 
1am2ma2msa1nta1sa1tma        -92.34473247763526  -177.69641538753058 -286.2709472073361 
1am1fa2ma3sa1tma             -92.36730750849529  -178.0303840363922  -287.31536652002325
2am2ma1msa1nta2sa            -92.39430738589726  -176.79031596321147 -283.0655997906904 
2eda1ma3sa1tma               -92.49315274962282  -171.34241605378338 -264.46172498494064
2am1b2msa2sa                 -92.57478926843032  -166.73086146777496 -248.7206848895932 
1am3dma3sa                   -92.6352265602909   -166.5680661003571  -247.97195887989682
1fa3ma1msa2sa1tma            -92.64182930278184  -179.36898933936027 -290.8843200965797 
2ma4sa1tma                   -92.67409337814024  -167.8201656433812  -252.0411613800132 
3dma1fa1msa2sa1tma           -92.67640081165882  -180.48791726471973 -294.5212693376443 
3am1nta3sa1tma               -92.73025923398382  -177.12580756671377 -283.0640561212177 
1am1dma1fa3sa2tma            -92.74472778409836  -178.71591320313746 -288.3487688043668 
1am1dma2eda3sa               -92.76235342002474  -168.08225681539625 -252.62419384793537
1am2dma1eda3sa               -92.77197806490585  -167.576635500649   -250.89605043023175
2am1dma1msa1nta2sa1tma       -92.91304819764628  -177.89481414857437 -285.03023964784984
2am1eda4sa                   -92.95542777585797  -168.55863222433254 -253.57439023495687
1am2dma1fa1ma1msa2sa         -92.96067343524192  -178.63241697696503 -287.34443582730626
1dma1eda3sa2tma              -93.03667136540753  -171.18007380521158 -262.0942560447192 
2dma1fa1ma1msa2sa1tma        -93.08995673155005  -180.80041357132723 -294.18231373425056
4am3msa1p1sa                 -93.11372222895443  -176.45315736709745 -279.5218351100477 
1am3ma2msa1nta1sa            -93.20696770417271  -178.71716939267935 -286.8026217974658 
1dma2ma2msa1nta1sa1tma       -93.2500155056623   -180.67470796426642 -293.22385530324   
1am3dma2msa1nta1sa           -93.3035352252773   -180.62708096328424 -292.8846075404088 
3am1dma1nta3sa               -93.31893495260738  -177.35553242475726 -281.8601290355354 
1am1dma1msa1nta2sa2tma       -93.37154207742424  -180.5685547743342  -292.46021364129456
3ma4sa                       -93.38701861654408  -167.49639757187106 -248.56407498050055
1am1fa3ma3sa                 -93.43470724043436  -178.60979792568833 -285.67865398475755
2dma1ma3sa1tma               -93.4562309760513   -168.72532847282127 -252.4537900293576 
1am1dma1fa1ma3sa1tma         -93.47252609244606  -178.89559811414802 -286.51038746242784
3am1b1msa2sa                 -93.47772924497258  -164.60033061366994 -238.5463738687399 
1dma4sa2tma                  -93.565834731824    -171.10541537130484 -260.0690278024694 
1am2dma1ma2msa1nta1sa        -93.61667125456734  -180.13652188685955 -290.18900094776234
2dma1fa3sa2tma               -93.6935296615411   -180.961171097646   -292.69710359191333
1ma4sa2tma                   -93.7715220360842   -170.32907361356774 -256.77528618918086
3dma3sa1tma                  -93.90661779268703  -169.7210243778827  -254.28276567166102
1am3dma1fa1msa2sa            -93.93405305535998  -180.1945805227151  -289.3192267902856 
1dma1fa1ma3sa2tma            -93.94477023513173  -181.80039756867336 -294.6692179566629 
1am1dma2ma2msa1nta1sa        -93.97197329805931  -180.4529065339011  -290.0584713600559 
1fa2ma3sa2tma                -94.09945542228525  -181.13278378272662 -291.9112136860175 
1dma1eda2ma3sa               -94.19040817790665  -170.43681854452007 -255.73171345526117
4am4sa                       -94.22078213165514  -175.20642458996736 -271.627175778342  
1am1ma1msa1nta2sa2tma        -94.24336000150652  -180.54178325942485 -289.44632989451213
4dma2msa1nta1sa              -94.28837729239604  -182.85052125510992 -297.0388863412397 
3ma2msa1nta1sa1tma           -94.29545930617314  -181.97970632111537 -294.09440555113247
1dma2ma4sa                   -94.4009266376961   -168.78031288692728 -249.4696838821909 
1dma1eda1ma3sa1tma           -94.4835879617749   -171.39243401950807 -257.95353365002296
2dma2ma3sa                   -94.63656755490229  -169.904004675569   -252.44822109971716
1dma1fa3ma1msa2sa            -94.76097057049628  -181.42563746578526 -290.6747170727308 
1dma2eda3sa1tma              -94.80364361674583  -172.83726273771026 -261.7260409895402 
4am2msa1p2sa                 -94.81949833394901  -178.99367806196096 -282.32158218347706
3dma1fa1ma1msa2sa            -94.884155771113    -182.5213923273841  -293.93673169986215
2eda2ma3sa                   -94.9006549923215   -170.72543569514528 -254.31756063379896
2am1dma1ma1msa1nta2sa        -94.90828903531656  -180.4239143988816  -286.8208128921105 
1nta3sa4tma                  -94.91756014624843  -183.51015236240346 -297.14101028315025
3dma1msa3sa                  -95.02252380922437  -172.54461181047373 -260.010357206966  
1am1eda1ma4sa                -95.11014659074135  -170.10628346446902 -251.5382756123343 
4am1msa1p3sa                 -95.20842553708644  -178.20122365196585 -278.3592088381155 
2am2dma1msa1nta2sa           -95.21809236588888  -180.23944155348    -285.163002474411  
2dma1msa1nta2sa2tma          -95.21921925796778  -184.00543519569328 -297.79042742792024
1am1dma1fa2ma3sa             -95.26731033576652  -180.50788151239976 -285.89827662872153
4am1p4sa                     -95.39779954018013  -176.38876479663304 -271.64502853095377
2am1nta3sa2tma               -95.4159762354393   -180.79120589402737 -286.3499233893633 
3dma1ma2msa1nta1sa           -95.42882943380391  -183.47132386785233 -295.2959732821615 
2b4gd1sa                     -95.43141409696545  -178.02634771820158 -277.0247647870182 
1fa4ma3sa                    -95.47168431803584  -180.43041877658106 -284.9529916439298 
1am1nta3sa3tma               -95.50310679682298  -182.88317695911974 -293.07419138814646
4dma3msa1sa                  -95.5238290798734   -184.5771663565538  -298.68635678773074
4ma2msa1nta1sa               -95.64710906025721  -182.5588984194328  -291.5035698781112 
1dma1ma4sa1tma               -95.75216471626482  -172.36351307472796 -256.95572147790193
3eda3sa1tma                  -95.840858123629    -175.62546244743862 -267.59887413687545
2am2ma1nta3sa                -95.87556237098761  -179.53685044520535 -280.6013351472834 
1am2dma1fa3sa1tma            -95.97089163064084  -182.11444534748443 -288.92689490833493
4dma1fa1msa2sa               -95.97767625760753  -183.4711752362782  -293.4546335034761 
1am2ma1msa1nta2sa1tma        -96.11667729345208  -182.7775966897898  -290.66214789989436
1fa3ma3sa1tma                -96.16199646228051  -181.6640515261388  -286.7752978820622 
3am1ma4sa                    -96.23164036381058  -179.5252951385919  -279.36828701987395
1dma1ma1msa1nta2sa2tma       -96.24233285002992  -184.01277119707083 -294.38349269563366
4dma3sa                      -96.34501189482398  -171.57365691894665 -252.31811177000895
2dma1ma4sa                   -96.5628143674694   -171.8998363420833  -252.68160984396823
2dma2ma2msa1nta1sa           -96.64767553441925  -185.27664939273382 -297.26303490902455
3dma1ma3sa                   -96.8165872276295   -172.10594366071746 -252.5217388328337 
2dma1eda3sa1tma              -96.85097811873129  -174.93109912393265 -261.8820090719015 
2ma1msa1nta2sa2tma           -96.95918794083991  -185.00231593538774 -295.29809825511893
3dma1eda3sa                  -97.076681018807    -173.90270357276313 -257.6757422564548 
1dma3ma2msa1nta1sa           -97.07903351046843  -184.47390677576186 -293.12384123721074
2dma1eda1ma3sa               -97.10182121326216  -174.4167655701749  -259.31559402023146
2dma1fa2ma1msa2sa            -97.12461888196412  -184.00906041881535 -291.4118448322482 
1am3ma1msa1nta2sa            -97.16761875757948  -183.4595899087144  -289.42468942223206
1dma1fa3ma3sa                -97.28172682016157  -182.31524474732578 -285.2038166262714 
1b4gd1sa                     -97.35286136006471  -164.28403919690754 -224.48827045819309
3eda1ma3sa                   -97.52504686941393  -174.6055595902726  -258.5293064602196 
2am1dma1ma1nta3sa            -97.57289038598537  -181.38750348519534 -281.1155898009913 
1dma2eda1ma3sa               -97.74619212024845  -176.04394978564233 -262.611966009348  
2am1ma1nta3sa1tma            -97.7695301744534   -183.41480179541395 -287.25564856937206
1am1dma1ma1msa1nta2sa1tma    -97.85191893311276  -184.97723799178493 -292.2197520011877 
1b2dma3sa                    -97.93857648107223  -163.47557761357166 -219.8121788782812 
3dma4sa                      -98.05345315346494  -174.91521580610424 -257.7956151349737 
1am2dma1msa1nta2sa1tma       -98.27831855056866  -185.34791739753564 -292.0328654939196 
1am1eda4sa1tma               -98.28543256562261  -175.88004601551802 -260.25360875375657
4eda3sa                      -98.28793207113631  -177.40307539096102 -265.35349092683657
3dma1p4sa                    -98.3452341590164   -174.82263905726722 -256.5064729107775 
2am1b1msa3sa                 -98.37659884034656  -172.20055880211294 -247.60677498450298
3put3sa                      -98.47690548631363  -171.2701679279562  -244.1497985626329 
2am1dma1nta3sa1tma           -98.60150945246278  -184.65672249897034 -288.6305988473641 
1am1dma1eda4sa               -98.61776756378822  -174.4761011910159  -254.4300976936442 
4ma1msa1nta2sa               -98.68317732936703  -185.69057525333483 -291.82424257617583
3dma1msa1nta2sa1tma          -98.72985855805746  -187.7507966356643  -298.5776893426746 
1dma1fa2ma3sa1tma            -98.82540520596376  -185.17286892203265 -289.6108123963086 
1am2dma1fa1ma3sa             -98.85202545463108  -184.459296786692   -287.12819497599105
3dma1fa3sa1tma               -98.9455491873814   -186.08831434269086 -292.27826649391244
1eda1ma4sa1tma               -98.99255750923476  -176.84430922326283 -261.11605471737823
2dma1fa2ma3sa                -99.05865625315346  -185.43326215166599 -289.70184772234813
3ma1msa1nta2sa1tma           -99.11955405249319  -186.666757535917   -293.63475929472486
1am1dma2ma1msa1nta2sa        -99.23191531491466  -185.21933971194085 -288.4032346047686 
1eda2ma4sa                   -99.52401264500804  -175.71801007376052 -255.55591959933383
2am2dma1nta3sa               -99.54278759448789  -185.2693050550297  -287.5281484495853 
5dma1p2sa                    -99.61977494064195  -173.29969800679828 -247.12367286968782
2dma4sa1tma                  -99.67097377790196  -177.0145400002657  -259.41159222607126
3am1eda4sa                   -99.79565601889044  -186.64622997748666 -291.2982524177608 
1b1gd3sa                     -99.83379952167161  -154.1984048918821  -182.3397798762415 
1am1dma1nta3sa2tma           -99.84878898135503  -186.59852979128482 -290.9600563813459 
1am1ma1nta3sa2tma            -99.90803677545046  -185.66818128927844 -287.6409341408134 
1am2dma1ma1msa1nta2sa        -100.20244340924546 -186.75931065541226 -290.31315527826933
2dma1ma1msa1nta2sa1tma       -100.22924264417088 -188.08728114774567 -294.677305060292  
1am3dma1fa3sa                -100.24293204629794 -184.9694844787009  -284.1742493124266 
1dma1eda1ma4sa               -100.27356321085244 -176.5675307183992  -255.89122088715408
1am3dma1msa1nta2sa           -100.37267244490795 -187.08553969988134 -290.8363818720113 
2dma1fa1ma3sa1tma            -100.3750807504548  -186.76831190814846 -289.7643171484952 
1ma1nta3sa3tma               -100.38367447297787 -188.78679701429792 -296.5055258804826 
2am2ma4sa                    -100.95830095652491 -184.28685084846802 -279.48532581653797
1dma1nta3sa3tma              -100.98265047575114 -190.38244945695624 -299.8483950402813 
3am4sa1tma                   -100.9833977745293  -185.23260579179623 -282.573228298874  
1am2eda4sa                   -101.16190711944364 -177.21518141170964 -255.0839318894733 
1am3ma1nta3sa                -101.1986444753129  -185.40122610516846 -282.4168426291743 
