#CLUSTER                   ddG_298.15K_[kcal/mol]  ddH_298.15K_[kcal/mol]  ddS_298.15K_[cal/mol/K]  ddE_[kcal/mol]
2dma1ma1msa1nta2sa         -85.67050830833614      -162.2859025056241      -256.9692912870785       -175.298602544819
1dma1fa3ma1msa1nta1sa      -85.80724417039892      -171.42489332240075     -287.16300235407726      -186.3858491376741
3dma1msa1nta2sa            -86.16975554986857      -162.63462824269664     -256.464439688854        -175.56800891004968
2dma1fa2ma2msa1sa          -86.68041991785867      -174.05382187006762     -293.0518261013394       -190.24535076628672
4dma1fa2msa1sa             -86.81118580180919      -175.16751116787782     -296.34856738465106      -191.98057326610433
2dma1fa1msa2sa2tma         -87.41701973075396      -175.67713569602347     -296.0258794730921       -193.07143389384146
1fa4ma2msa1sa              -87.70406101917615      -173.4219447960495      -287.49919093248997      -188.74126272118883
3dma1fa1ma2msa1sa          -87.84651370992651      -175.8173183281324      -295.0555244620062       -192.14740071172128
1dma1fa1ma1msa2sa2tma      -87.9239714127907       -173.80931742777466     -288.06086203270456      -190.82059268045123
1fa2ma1msa2sa2tma          -88.01322543350398      -175.3348056996183      -292.87801531530886      -191.74688700723345
3dma2msa1nta1sa1tma        -88.17943417657807      -177.02522811565723     -297.9902530245291       -194.7882086837053
1dma1fa3ma2msa1sa          -88.18796852085507      -174.8971680336981      -290.8240802031628       -190.64161840855377
1dma1ma2msa1nta1sa2tma     -88.50314906172571      -176.62992065728758     -295.57864026728134      -194.30015956624993
2ma2msa1nta1sa2tma         -88.61383652783115      -176.4355907109857      -294.5556068528653       -194.05249618031667
1dma1msa1nta2sa3tma        -90.16607721761102      -179.17818039882695     -298.5480569555134       -197.51102263887879
1fa4ma1msa2sa              -90.52801771194208      -176.50665303494316     -288.37375590477484      -191.76958655170165
1ma1msa1nta2sa3tma         -90.7557760568452       -177.78634653164772     -291.90196369200186      -195.956609355635
2dma1ma2msa1nta1sa1tma     -91.74224424133718      -179.61031235234987     -294.71094452870796      -196.89126566144114
1dma1fa2ma1msa2sa1tma      -92.22817418338673      -179.11986417112348     -291.43615625492544      -195.75358967056673
1fa3ma1msa2sa1tma          -92.65155767310353      -179.37397853237053     -290.8684248180999       -195.82863852700393
3dma1fa1msa2sa1tma         -92.68702382488118      -180.49290682746505     -294.5023746524663       -197.5479041274375
2dma1fa1ma1msa2sa1tma      -93.1002815306274       -180.80540301090514     -294.1644188513052       -197.77564328924927
1dma2ma2msa1nta1sa1tma     -93.25597003525763      -180.67657418029557     -293.210143031832        -197.85483366622066
4dma2msa1nta1sa            -94.29467964061769      -182.85363955807406     -297.0282070013653       -199.53514526085928
3ma2msa1nta1sa1tma         -94.30111562162347      -181.98157241397712     -294.08169308195716      -198.83880806829256
1dma1fa3ma1msa2sa          -94.77045033068862      -181.4318784995703      -290.66385433025016      -197.38193623535335
